name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"13.073091, 121.388563",3/30/1990,86.6,78.5,82.7,92.9,78.5,86.3,72.1,71.23,0,,0,,,,,2.2,102.5,1013.4,36.7,11.1,,,,,1990-03-30T05:52:20,1990-03-30T18:05:58,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",3/31/1990,87.2,73.5,81.3,95.9,73.5,86.1,73.6,78.21,0,,0,,,,,4.5,65,1013.7,24.4,11,,,,,1990-03-31T05:51:40,1990-03-31T18:06:02,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/1/1990,87.2,75.3,80.1,98,75.3,84.3,73.5,80.78,0,,0,,,,,6.7,56.7,1011,21.7,8.9,,,,,1990-04-01T05:51:00,1990-04-01T18:06:06,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/2/1990,89,73.5,82.4,100.2,73.5,88.5,73,73.85,0,,0,,,,,4.5,77.5,1010.9,17.5,9.9,,,,,1990-04-02T05:50:21,1990-04-02T18:06:10,0.25,Clear,Clear conditions throughout the day.,clear-day,98431099999
"13.073091, 121.388563",4/3/1990,88.1,78.9,83.2,95.3,78.9,87.8,72.9,71.83,0,,0,,,,,2.2,80,1011.7,26.3,10.2,,,,,1990-04-03T05:49:41,1990-04-03T18:06:14,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/4/1990,91.5,78.5,83.8,102,78.5,91.2,75.8,77.75,0,,0,,,,,2.2,81.7,1012.3,50,10.3,,,,,1990-04-04T05:49:02,1990-04-04T18:06:18,0.36,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/5/1990,87.5,80,83.2,98,80,89.5,74.7,75.97,0,,0,,,,,4.5,61.4,1012.2,72.5,9.2,,,,,1990-04-05T05:48:23,1990-04-05T18:06:22,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/6/1990,88.4,78.9,82,96.1,78.9,86.3,73.4,75.92,0.04,,14.29,,,,,2.2,86,1011.7,80,9.8,,,,,1990-04-06T05:47:44,1990-04-06T18:06:27,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,98431099999
"13.073091, 121.388563",4/7/1990,88.1,78.9,82.8,96,78.9,89,74.8,77.52,0,,0,,,,,2.2,48.3,1011.1,47.1,11.4,,,,,1990-04-07T05:47:06,1990-04-07T18:06:31,0.47,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/8/1990,89.3,79.8,83.8,96.2,79.8,89.7,74.2,73.9,0,,0,,,,,4.5,50,1010.8,75.7,12,,,,,1990-04-08T05:46:27,1990-04-08T18:06:36,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/9/1990,87.9,78,83.6,100.4,78,91,75.2,76.4,0,,0,,,,,2.2,80,1009.5,37.1,11.2,,,,,1990-04-09T05:45:50,1990-04-09T18:06:40,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/10/1990,87,79.1,82.5,97.3,79.1,88.3,75.9,80.89,0,,0,,,,,8.9,48.3,1007.9,60,10.3,,,,,1990-04-10T05:45:12,1990-04-10T18:06:45,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/11/1990,87.2,80.7,83.7,99.3,86.4,91.4,75.1,75.65,0,,0,,,,,6.7,96.3,1007.3,47.5,10,,,,,1990-04-11T05:44:35,1990-04-11T18:06:50,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/12/1990,88.1,78.5,83.9,101.4,78.5,91.8,75.9,76.99,0,,0,,,,,6.7,85,1007.6,68.8,10.3,,,,,1990-04-12T05:43:58,1990-04-12T18:06:56,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/13/1990,89.7,75.3,84,102.5,75.3,91.9,75.7,76.86,0,,0,,,,,11.2,130,1007.6,45,10.7,,,,,1990-04-13T05:43:21,1990-04-13T18:07:01,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/14/1990,89.7,78.5,83.8,101.8,78.5,90.1,75.4,76.61,0,,0,,,,,6.7,90,1006.7,25,11.3,,,,,1990-04-14T05:42:45,1990-04-14T18:07:07,0.59,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/15/1990,89.7,78.9,84.4,103.1,78.9,93.3,76.8,78.4,0,,0,,,,,2.2,247.5,1006.4,50,8.4,,,,,1990-04-15T05:42:09,1990-04-15T18:07:13,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/16/1990,94.4,79.8,85.2,106.9,79.8,94.3,77.1,78.28,0,,0,,,,,8.9,310,1007.1,43.8,9.5,,,,,1990-04-16T05:41:34,1990-04-16T18:07:19,0.67,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/17/1990,93.5,75.3,84.9,111.2,75.3,94.5,76.2,76.09,0,,0,,,,,11.2,286,1007.5,25.6,10.4,,,,,1990-04-17T05:40:59,1990-04-17T18:07:26,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/18/1990,101.9,75.5,85.7,123.4,75.5,94,75,72.21,0,,0,,,,,6.7,250,1008.5,33.8,9.7,,,,,1990-04-18T05:40:25,1990-04-18T18:07:33,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/19/1990,93.3,76.4,83.6,107.3,76.4,91.6,76.4,79.88,0,,0,,,,,4.5,320,1008.8,44.3,9.1,,,,,1990-04-19T05:39:51,1990-04-19T18:07:40,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/20/1990,92.4,76.7,84.5,105.5,76.7,93.2,76.5,77.97,0,,0,,,,,2.2,160,1008.1,12.5,8.2,,,,,1990-04-20T05:39:18,1990-04-20T18:07:47,0.87,Clear,Clear conditions throughout the day.,clear-day,98431099999
"13.073091, 121.388563",4/21/1990,95.1,77.1,86,109.2,77.1,93.8,75,72.95,0,,0,,,,,2.2,292,1008.2,50,9.5,,,,,1990-04-21T05:38:45,1990-04-21T18:07:54,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/22/1990,92.9,77.1,85.8,107.2,77.1,95.8,76.8,75.66,0,,0,,,,,2.2,243.3,1008,54.3,8.5,,,,,1990-04-22T05:38:13,1990-04-22T18:08:02,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/23/1990,91.5,78.9,86.2,107.5,78.9,97.1,77.5,76.39,0,,0,,,,,2.2,200,1009.4,75.7,9.1,,,,,1990-04-23T05:37:41,1990-04-23T18:08:11,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/24/1990,91.5,79.8,85.8,105.6,79.8,96.4,77.7,77.52,0,,0,,,,,8.9,73.3,1010.8,61.3,9.2,,,,,1990-04-24T05:37:10,1990-04-24T18:08:19,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/25/1990,92,80,86.3,105.1,80,95.7,76.3,73.2,0.04,,12.5,,,,,13.4,98.3,1010.9,46.3,8.9,,,,,1990-04-25T05:36:40,1990-04-25T18:08:28,0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,98431099999
"13.073091, 121.388563",4/26/1990,89.9,78.9,84.6,100.3,78.9,92.5,75.8,75.93,0.08,,14.29,,,,,8.9,88.3,1010.8,45.7,8.6,,,,,1990-04-26T05:36:10,1990-04-26T18:08:37,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,98431099999
"13.073091, 121.388563",4/27/1990,89.9,80.9,85.8,100.6,87,95,75.7,72.55,0,,0,,,,,8.9,67.8,1011.6,26.7,8.9,,,,,1990-04-27T05:35:41,1990-04-27T18:08:47,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/28/1990,91.5,80.7,85.4,102,86.5,93.8,75.2,72.33,0,,0,,,,,6.7,56.3,1010.9,51.3,7.9,,,,,1990-04-28T05:35:13,1990-04-28T18:08:56,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/29/1990,90.2,80.9,85.4,100.8,86.4,93.8,74.9,71.19,0,,0,,,,,2.2,50,1010.1,47.5,8.5,,,,,1990-04-29T05:34:45,1990-04-29T18:09:06,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/30/1990,91.1,80.7,85.6,100.2,86.5,94.5,75.4,72.29,0,,0,,,,,4.5,54.3,1008.5,31.4,9.9,,,,,1990-04-30T05:34:18,1990-04-30T18:09:17,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",5/1/1990,89.7,80,84.6,102.1,80,92.6,75.7,75.06,0,,0,,,,,4.5,78.3,1008.8,54.3,9.1,,,,,1990-05-01T05:33:52,1990-05-01T18:09:28,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",5/2/1990,89.9,81.8,85.3,100.3,88.5,93.7,75,71.87,0,,0,,,,,4.5,75.7,1008.2,40,9.2,,,,,1990-05-02T05:33:26,1990-05-02T18:09:39,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",5/3/1990,91.1,80,85.5,103.6,80,94,75.5,72.68,0,,0,,,,,2.2,70,1008.1,28.8,10.3,,,,,1990-05-03T05:33:01,1990-05-03T18:09:50,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",5/4/1990,91.7,78.9,85.8,98.4,78.9,92.2,73.8,68.93,0,,0,,,,,4.5,65,1008.6,40,10.6,,,,,1990-05-04T05:32:37,1990-05-04T18:10:02,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",5/5/1990,88.4,78,84.3,99.8,78,91.5,74.6,73.28,0,,0,,,,,2.2,112.5,1008.8,28.6,11.5,,,,,1990-05-05T05:32:13,1990-05-05T18:10:14,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",5/6/1990,101.9,78,86.3,118.8,78,94.6,75,70.56,0,,0,,,,,2.2,90,1010.1,52.9,10.8,,,,,1990-05-06T05:31:51,1990-05-06T18:10:27,0.45,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,98431099999
"13.073091, 121.388563",5/7/1990,89.3,77.3,83.5,104.4,77.3,91.1,75.9,78.44,0,,0,,,,,2.2,120,1008.9,38.6,10.1,,,,,1990-05-07T05:31:29,1990-05-07T18:10:40,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",5/8/1990,89.7,78.9,85,106.3,78.9,94.3,76,74.87,0,,0,,,,,2.2,52.5,1008.6,58.6,9.5,,,,,1990-05-08T05:31:08,1990-05-08T18:10:53,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",5/9/1990,91.5,81.6,86.2,107.2,89.9,97.2,77.1,74.96,0,,0,,,,,2.2,70,1007.5,42.5,9.7,,,,,1990-05-09T05:30:48,1990-05-09T18:11:07,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,98431099999
"13.073091, 121.388563",5/10/1990,91.7,81.8,85.9,108.6,87.4,97.5,77.4,76.12,0,,0,,,,,4.5,65,1008,65,10.6,,,,,1990-05-10T05:30:28,1990-05-10T18:11:20,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",5/11/1990,91.5,80.7,86.9,105.9,87.5,98.2,77,73.1,0,,0,,,,,8.9,77.5,1007.5,74.3,10.2,,,,,1990-05-11T05:30:09,1990-05-11T18:11:35,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",5/12/1990,90.8,77.3,84.7,101.5,77.3,92.1,75.5,74.78,0.08,,12.5,,,,,6.7,117.5,1007.4,71.3,9.7,,,,,1990-05-12T05:29:52,1990-05-12T18:11:49,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,98431099999
"13.073091, 121.388563",5/13/1990,91.7,77.1,83.5,106,77.1,92,77.5,82.91,0.12,,25,,,,,4.5,85.7,1007.1,80,7.5,,,,,1990-05-13T05:29:35,1990-05-13T18:12:04,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,98431099999
"13.073091, 121.388563",5/14/1990,89,77.1,82.7,103.8,77.1,90.7,77.7,85.54,0.18,,50,,,,,6.7,104.3,1008,95,7.5,,,,,1990-05-14T05:29:19,1990-05-14T18:12:19,0.6,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,98431099999
"13.073091, 121.388563",5/15/1990,87.9,75.8,80.7,102.1,75.8,85.9,76.6,87.77,0.94,,14.29,,,,,6.7,128.3,1009.1,94.3,6.8,,,,,1990-05-15T05:29:03,1990-05-15T18:12:34,0.64,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,98431099999
"13.073091, 121.388563",5/16/1990,88.1,74.9,82.5,98.9,74.9,89.6,75.7,80.88,1.77,,25,,,,,6.7,90,1008.3,67.5,8.1,,,,,1990-05-16T05:28:49,1990-05-16T18:12:50,0.69,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,98431099999
"13.073091, 121.388563",5/17/1990,88.1,77.3,82.1,99.5,77.3,86.8,76.8,85.2,1.73,,60,,,,,6.7,90,1008.6,94,8.5,,,,,1990-05-17T05:28:35,1990-05-17T18:13:06,0.74,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,98431099999
"13.073091, 121.388563",5/18/1990,87.9,79.1,83.5,105.8,79.1,91.1,78,84.26,0.04,,14.29,,,,,4.5,85,1008.8,97.1,8.2,,,,,1990-05-18T05:28:23,1990-05-18T18:13:22,0.79,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,98431099999
"13.073091, 121.388563",5/19/1990,89.9,77.1,83.8,103.8,77.1,92.7,77.5,82.24,0,,0,,,,,4.5,152,1008.2,97.5,8.4,,,,,1990-05-19T05:28:11,1990-05-19T18:13:38,0.84,Overcast,Cloudy skies throughout the day.,cloudy,98431099999
"13.073091, 121.388563",5/20/1990,90.6,78,82.3,108.1,78,88.7,77.8,87.06,0.2,,25,,,,,4.5,340,1007.9,96.3,7.6,,,,,1990-05-20T05:28:00,1990-05-20T18:13:55,0.9,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,98431099999
"13.073091, 121.388563",5/21/1990,87.9,75.3,81.9,102.1,75.3,88.9,77,85.77,3.31,,28.57,,,,,4.5,90,1007.4,92.9,7.5,,,,,1990-05-21T05:27:50,1990-05-21T18:14:12,0.94,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,98431099999
"13.073091, 121.388563",5/22/1990,82.5,46.5,74.9,90.5,46.5,77.1,76.5,90.25,0.51,,42.86,,,,,4.5,77.5,1008.5,85.7,6.8,,,,,1990-05-22T05:27:41,1990-05-22T18:14:29,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"9,843,759,999,998,430,000,000"
"13.073091, 121.388563",5/23/1990,87.9,76.4,81.9,102.1,76.4,89.8,77.3,86.34,0.08,,12.5,,,,,4.5,223.3,1009.7,85,9.2,,,,,1990-05-23T05:27:32,1990-05-23T18:14:46,1,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,98431099999
"13.073091, 121.388563",5/24/1990,87.9,76.4,80.6,102.1,76.4,85.5,76.9,89.23,0.28,,12.5,,,,,4.5,86.7,1010.6,85,7.4,,,,,1990-05-24T05:27:25,1990-05-24T18:15:03,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,98431099999
"13.073091, 121.388563",5/25/1990,86.1,75.3,81.6,98.7,75.3,88.5,77.5,87.71,0.12,,33.33,,,,,2.2,73.3,1010.8,65,9,,,,,1990-05-25T05:27:18,1990-05-25T18:15:21,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,98431099999
"13.073091, 121.388563",5/26/1990,90.8,77.1,81,108.8,77.1,86.2,76.4,86.51,0,,0,,,,,2.2,220,1012.4,77.1,9.7,,,,,1990-05-26T05:27:12,1990-05-26T18:15:39,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",5/27/1990,87.9,75.3,81.1,101.6,75.3,85.9,75.8,84.43,0.47,,28.57,,,,,2.2,285,1010.3,84.3,8.5,,,,,1990-05-27T05:27:07,1990-05-27T18:15:56,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,98431099999
"13.073091, 121.388563",5/28/1990,89.9,76.2,82.5,105.7,76.2,88.7,75.6,80.45,0.35,,12.5,,,,,2.2,180,1009.6,56.3,9.5,,,,,1990-05-28T05:27:03,1990-05-28T18:16:14,0.11,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,98431099999
"13.073091, 121.388563",5/29/1990,90.8,77.1,83.5,109.4,77.1,92.9,78.1,84.42,0,,0,,,,,6.7,260,1009.2,72.9,9.2,,,,,1990-05-29T05:27:00,1990-05-29T18:16:32,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",5/30/1990,90.8,75.3,82.6,108.8,75.3,90.5,77.1,84.23,0,,0,,,,,8.9,263.3,1008.7,93.8,8.9,,,,,1990-05-30T05:26:58,1990-05-30T18:16:50,0.21,Overcast,Cloudy skies throughout the day.,cloudy,98431099999
"13.073091, 121.388563",5/31/1990,83.4,76.4,79.2,94.2,76.4,81.4,77.3,94.09,0.61,,50,,,,,2.2,202,1008.3,100,7.5,,,,,1990-05-31T05:26:56,1990-05-31T18:17:08,0.26,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,98431099999
"13.073091, 121.388563",6/1/1990,87.9,76.7,80.5,104.9,76.7,85.7,77.3,90.68,0.01,,25,,,,,2.2,190,1008.4,91.3,8.2,,,,,1990-06-01T05:26:55,1990-06-01T18:17:26,0.31,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,98431099999
"13.073091, 121.388563",6/2/1990,88.4,75.5,83.2,106.7,75.5,92.8,78.1,85.15,0,,0,,,,,4.5,294,1009,98.3,10.7,,,,,1990-06-02T05:26:55,1990-06-02T18:17:44,0.36,Overcast,Cloudy skies throughout the day.,cloudy,98431099999
"13.073091, 121.388563",6/3/1990,88.1,77.1,82.4,103.8,77.1,89.8,77.7,86.14,0.35,,14.29,,,,,4.5,80,1010.1,65.7,10,,,,,1990-06-03T05:26:56,1990-06-03T18:18:02,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,98431099999
"13.073091, 121.388563",6/4/1990,87.2,77.6,82.1,101.7,77.6,89.1,77.5,86.39,0,,0,,,,,4.5,123.3,1010.6,66.3,11,,,,,1990-06-04T05:26:58,1990-06-04T18:18:20,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",6/5/1990,89.3,76.4,83,103.8,76.4,90.6,76.4,81.84,0,,0,,,,,4.5,75,1010,82.5,11.9,,,,,1990-06-05T05:27:00,1990-06-05T18:18:38,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",6/6/1990,88.1,76.2,83.5,105.2,76.2,92.3,78.5,86,0,,0,,,,,2.2,140,1009,94.4,10.8,,,,,1990-06-06T05:27:03,1990-06-06T18:18:56,0.48,Overcast,Cloudy skies throughout the day.,cloudy,98431099999
"13.073091, 121.388563",6/7/1990,87,77.3,81.3,101.5,77.3,86,77.2,87.93,1.38,,12.5,,,,,4.5,126,1009.7,97.5,9.3,,,,,1990-06-07T05:27:07,1990-06-07T18:19:14,0.5,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,98431099999
"13.073091, 121.388563",6/8/1990,89,78,82.8,105.2,78,91.1,77.8,85.12,0,,0,,,,,2.2,100,1008.1,100,10.8,,,,,1990-06-08T05:27:12,1990-06-08T18:19:31,0.5,Overcast,Cloudy skies throughout the day.,cloudy,98431099999
"13.073091, 121.388563",6/9/1990,89,76.7,83.1,110.5,76.7,93.4,78.3,85.91,0,,0,,,,,6.7,250,1008.1,91.3,11,,,,,1990-06-09T05:27:17,1990-06-09T18:19:49,0.51,Overcast,Cloudy skies throughout the day.,cloudy,98431099999
"13.073091, 121.388563",6/10/1990,90.8,77.1,84.3,114.7,77.1,95.8,79,84.63,0,,0,,,,,4.5,133.3,1009.1,70,11.3,,,,,1990-06-10T05:27:23,1990-06-10T18:20:06,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",6/11/1990,87.9,80.9,84.1,102.1,88.4,95.5,78.7,84.26,0,,0,,,,,2.2,84,1009.3,76.7,11.7,,,,,1990-06-11T05:27:30,1990-06-11T18:20:23,0.54,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,98431099999
"13.073091, 121.388563",6/12/1990,87.5,78.5,83.2,101.6,78.5,91.8,78.6,86.45,0.04,,16.67,,,,,2.2,77.5,1007.7,81.7,10.1,,,,,1990-06-12T05:27:38,1990-06-12T18:20:39,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,98431099999
"13.073091, 121.388563",6/13/1990,88.4,77.6,83.5,106.3,77.6,93.2,78.4,85.35,0,,0,,,,,6.7,60,1006.1,95,11.5,,,,,1990-06-13T05:27:46,1990-06-13T18:20:56,0.62,Overcast,Cloudy skies throughout the day.,cloudy,98431099999
"13.073091, 121.388563",6/14/1990,85.2,77.1,79.5,97.2,77.1,82.2,77.4,93.49,0.55,,28.57,,,,,2.2,83.3,1005.4,100,7.4,,,,,1990-06-14T05:27:54,1990-06-14T18:21:12,0.66,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,98431099999
"13.073091, 121.388563",6/15/1990,80.3,75.5,77.8,85.9,75.5,78.5,75.9,93.86,0.63,,37.5,,,,,2.2,140,1006,100,5.7,,,,,1990-06-15T05:28:04,1990-06-15T18:21:28,0.72,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,98431099999
"13.073091, 121.388563",6/16/1990,87.2,75.5,82.5,99.9,75.5,90.2,76.3,82.12,0,,0,,,,,2.2,90,1007.5,97.5,8.9,,,,,1990-06-16T05:28:13,1990-06-16T18:21:43,0.77,Overcast,Cloudy skies throughout the day.,cloudy,98431099999
"13.073091, 121.388563",6/17/1990,86.6,78.9,83.8,97.4,78.9,91.9,76.4,78.87,0,,0,,,,,2.2,120,1008.7,97.1,8.5,,,,,1990-06-17T05:28:24,1990-06-17T18:21:58,0.83,Overcast,Cloudy skies throughout the day.,cloudy,98431099999
"13.073091, 121.388563",6/18/1990,89.7,79.4,84.2,106.3,79.4,94,77.5,80.72,0,,0,,,,,2.2,172,1008,85,10.1,,,,,1990-06-18T05:28:35,1990-06-18T18:22:13,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",6/19/1990,87.9,78.9,82.4,104.9,78.9,90.8,77.7,85.94,0,,0,,,,,4.5,255,1007.8,98.3,10,,,,,1990-06-19T05:28:46,1990-06-19T18:22:27,0.93,Overcast,Cloudy skies throughout the day.,cloudy,98431099999
"13.073091, 121.388563",6/20/1990,89,77.6,81.2,103.3,77.6,85.5,77.4,88.94,0.12,,12.5,,,,,8.9,276,1006.1,91.3,7.9,,,,,1990-06-20T05:28:58,1990-06-20T18:22:41,0.97,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,98431099999
"13.073091, 121.388563",6/21/1990,80.7,75.3,77.1,86.5,75.3,77.9,75.4,94.7,0.51,,42.86,,,,,4.5,130,1002.8,100,6.6,,,,,1990-06-21T05:29:11,1990-06-21T18:22:55,0.99,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,98431099999
"13.073091, 121.388563",6/22/1990,81.6,76.4,78.2,89,76.4,79.3,76.2,93.58,1.1,,42.86,,,,,4.5,85,1003.4,100,9.6,,,,,1990-06-22T05:29:24,1990-06-22T18:23:08,1,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,98431099999
"13.073091, 121.388563",6/23/1990,82.7,75.5,78.8,93.3,75.5,81.6,77.2,95.01,0.08,,28.57,,,,,2.2,97.5,1006.4,100,8.3,,,,,1990-06-23T05:29:37,1990-06-23T18:23:20,0,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,98431099999
"13.073091, 121.388563",6/24/1990,87.2,77.1,81.3,104.2,77.1,88.3,77.7,89.08,0,,0,,,,,8.9,188,1008.5,96.3,9.4,,,,,1990-06-24T05:29:51,1990-06-24T18:23:32,0.02,Overcast,Cloudy skies throughout the day.,cloudy,98431099999
"13.073091, 121.388563",6/25/1990,87.9,77.3,82.4,104,77.3,88.9,78,87.05,0,,0,,,,,11.2,283.3,1007.6,98.6,9.2,,,,,1990-06-25T05:30:05,1990-06-25T18:23:43,0.05,Overcast,Cloudy skies throughout the day.,cloudy,98431099999
"13.073091, 121.388563",6/26/1990,82.1,74.4,78,89.3,74.4,80.2,76.1,93.97,0.59,,14.29,,,,,11.2,298.3,1005.2,100,7.7,,,,,1990-06-26T05:30:19,1990-06-26T18:23:54,0.09,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,98431099999
"13.073091, 121.388563",6/27/1990,79.1,74.9,77,79.1,74.9,77,74.8,93.16,0.79,,37.5,,,,,26.8,230,1004.8,100,8.9,,,,,1990-06-27T05:30:34,1990-06-27T18:24:04,0.13,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,98431099999
"13.073091, 121.388563",6/28/1990,83.4,77.1,78.8,94.8,77.1,81,76.7,93.4,0.47,,25,,,,,6.7,175,1007.4,100,8.7,,,,,1990-06-28T05:30:49,1990-06-28T18:24:13,0.18,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,98431099999
"13.073091, 121.388563",6/29/1990,89,75.3,81.5,103.3,75.3,87.3,76.6,85.63,0,,12.5,,,,,2.2,105,1008.6,97.5,9.6,,,,,1990-06-29T05:31:05,1990-06-29T18:24:22,0.23,Overcast,Cloudy skies throughout the day.,cloudy,98431099999
